Symbol	Vehicle_rep1	IL1B_rep1	WIN_rep1	WIN-IL1B_rep1	Vehicle_rep2	IL1B_rep2	WIN_rep2	WIN-IL1B_rep2
MRO	16	10	6	4	45	23	17	20
MROH1	427	363	946	784	1973	1481	2087	2954
MROH2A	0	0	0	0	0	0	0	0
MROH2B	0	0	0	0	0	0	0	0
MROH5	0	2	0	0	1	1	0	0
MROH6	39	28	52	22	222	86	238	113
MROH7	0	0	0	0	0	0	0	0
MROH7-TTC4	0	0	1	0	0	0	0	0
MROH8	68	49	99	63	264	130	246	239
MROH9	1	0	0	0	0	1	0	0
MRPL1	518	292	570	510	876	800	1131	1708
MRPL10	1255	869	1874	1584	4588	3004	4079	5283
MRPL11	660	609	952	909	2537	1930	2534	3458
MRPL12	1011	986	1977	1414	4665	3280	5836	6683
MRPL13	814	614	795	599	1913	1678	1445	2179
MRPL14	542	626	841	719	1864	1911	1823	2558
MRPL15	978	732	1284	991	3008	2406	2765	3776
MRPL16	880	717	745	503	2819	2330	1693	1873
MRPL17	844	1170	2921	2312	3032	3699	6458	8206
MRPL18	883	760	2598	2130	3088	2477	5732	8062
MRPL19	1599	1485	1355	1140	3967	3407	2534	4333
MRPL2	497	395	1944	1397	1801	1287	4761	5511
MRPL20	1061	893	2158	1736	3944	3231	4990	6374
MRPL21	646	680	1240	1047	2373	1884	2980	4205
MRPL22	524	382	541	420	1311	1073	917	1389
MRPL23	673	658	1143	594	3018	2021	2813	2245
MRPL23-AS1	3	1	5	3	6	2	12	7
MRPL24	918	553	846	616	2752	1714	1801	1569
MRPL27	705	625	791	432	2733	2151	1980	1651
MRPL28	1375	1211	1192	775	6099	4026	3119	2690
MRPL3	1778	1512	4584	4291	4829	4702	8735	14496
MRPL30	1300	837	1447	1312	2728	2232	2601	4340
MRPL32	555	627	964	719	1686	1853	2122	2722
MRPL33	1128	763	1622	980	2825	2644	3044	3655
MRPL34	616	482	640	514	2407	1378	1409	1714
MRPL35	1123	759	698	515	2753	2283	1485	1839
MRPL36	409	387	562	376	1352	1048	1256	1141
MRPL37	1574	1420	2232	1740	5873	4543	5615	6823
MRPL38	844	870	2210	1843	3898	2711	6102	7241
MRPL39	579	441	357	294	1322	1398	809	1267
MRPL4	949	956	1493	1296	4472	3282	3989	5237
MRPL40	861	623	835	475	2756	1646	1585	1640
MRPL41	869	828	1135	499	4822	2758	2945	2527
MRPL42	1011	954	691	626	1731	1843	1418	2055
MRPL42P5	1	0	1	0	0	0	3	0
MRPL43	1302	958	1794	1305	4927	3023	3907	4479
MRPL44	858	991	773	510	2439	3131	1987	2224
MRPL45	859	615	886	747	2594	2017	2102	2855
MRPL45P2	44	18	67	51	86	56	88	89
MRPL46	389	310	1005	986	1425	1133	2525	4166
MRPL47	960	831	968	862	2262	2395	1881	2823
MRPL48	441	276	391	335	1394	979	940	1402
MRPL49	1868	1544	4076	3549	6547	4757	8599	13010
MRPL50	658	583	460	483	1654	1646	1135	1693
MRPL51	1938	1453	2984	2456	6266	4953	6084	8327
MRPL52	922	604	1785	1354	3356	2345	4140	4675
MRPL53	760	589	715	499	2775	1852	1864	1677
MRPL54	465	397	743	413	1545	1101	1522	1250
MRPL55	472	385	3191	2699	1866	1174	7265	8495
MRPL57	1158	923	1469	1022	3880	2883	3306	3992
MRPL9	749	705	789	670	2634	2308	1819	2626
MRPS10	914	841	1021	841	2016	2044	2175	3053
MRPS11	955	743	1231	956	3666	2600	2580	3470
MRPS12	546	634	1593	1722	2403	1995	4140	6457
MRPS14	1336	831	1104	920	3270	2613	2188	3099
MRPS15	703	632	1321	1046	2681	1988	3115	4244
MRPS16	2124	1811	3441	2668	6627	5132	7110	9070
MRPS17	326	210	353	271	813	597	686	849
MRPS18A	583	560	594	500	2253	1800	1441	1639
MRPS18B	1118	788	1493	1090	3727	2639	3415	3627
MRPS18C	308	229	459	367	869	839	1015	1339
MRPS2	957	763	1622	1517	3440	2603	3994	5426
MRPS21	1638	915	1839	1269	4120	2777	3066	3394
MRPS22	711	621	1234	1174	1858	1806	2951	4936
MRPS23	983	776	1553	1411	2952	2642	3400	5059
MRPS24	30	16	45	43	68	103	50	94
MRPS25	496	423	417	233	1887	1211	965	908
MRPS26	711	526	1484	1256	3215	1768	3623	5374
MRPS27	1963	1225	2799	2286	5549	3769	5488	7932
MRPS28	465	321	580	501	1356	858	1336	1833
MRPS30	691	684	721	709	2037	1949	1502	2672
MRPS31	394	289	350	313	1218	975	998	1058
MRPS31P5	153	86	140	152	465	318	279	505
MRPS33	707	463	995	668	2123	1612	2208	2563
MRPS34	1173	885	2321	1541	5068	2839	5468	7062
MRPS35	991	887	1550	1267	2382	2334	3336	5225
MRPS36	405	316	391	342	909	838	748	991
MRPS5	807	581	754	582	2653	2105	1662	2124
MRPS6	1687	1014	978	936	3671	2705	2405	4020
MRPS7	1259	1041	1557	1415	4532	3809	3753	5075
MRPS9	372	318	448	372	1034	965	968	1478
MRRF	359	304	451	295	1116	937	988	1155
MRS2	818	590	815	700	2167	1671	1847	2637
MRS2P2	0	0	0	1	0	0	3	1
MRTO4	877	766	1601	1678	2780	2629	3278	5702
MRVI1	8	4	3	0	24	14	6	3
MRVI1-AS1	1	3	0	0	5	7	3	0
MS4A1	0	0	0	0	0	0	0	0
MS4A10	0	0	0	0	0	0	0	0
MS4A12	0	1	2	0	2	0	0	0
MS4A13	0	0	0	0	0	0	0	0
MS4A14	0	0	0	0	0	0	0	0
MS4A15	0	0	0	0	0	0	0	0
MS4A2	0	0	0	0	0	0	0	0
MS4A3	0	0	0	0	0	0	0	0
MS4A4A	0	0	0	0	0	0	0	0
MS4A5	0	0	0	0	0	0	0	0
MS4A6A	0	0	0	0	1	0	0	0
MS4A6E	0	0	0	0	0	0	0	0
MS4A7	0	0	0	0	0	0	0	0
MS4A8	0	0	0	0	0	0	1	0
MSANTD1	4	2	7	4	26	17	20	24
MSANTD2	208	154	250	312	556	442	542	1194
MSANTD3	532	798	443	359	1268	2100	920	1370
MSANTD3-TMEFF1	0	0	0	0	0	0	0	0
MSANTD4	1181	874	1003	940	2703	2510	2069	3648
MSC	92	229	31	18	312	739	73	77
MSGN1	0	0	0	0	0	0	0	0
MSH2	1720	1069	1340	1448	4089	3228	2690	5217
MSH3	800	525	613	421	1939	1601	1184	1643
MSH4	1	0	1	1	0	0	0	1
MSH5	1	1	0	0	2	0	0	0
MSH5-SAPCD1	2	0	0	1	6	2	1	1
MSH6	2494	1609	2506	2884	6690	5092	4539	9675
MSI1	2181	1064	977	549	7630	3069	2410	1984
MSI2	1740	1545	883	567	5941	4505	1512	1905
MSL1	2316	1423	2056	2404	5984	4768	4444	9158
MSL2	816	644	685	875	1964	1931	1727	3754
MSL3	670	735	532	481	1712	2150	1256	1785
MSL3P1	125	53	365	281	303	119	668	819
MSLN	11	10	99	94	58	35	329	267
MSMB	0	0	0	0	0	0	0	1
MSMO1	4638	4580	2699	1478	6550	8903	6912	5355
MSMP	194	201	363	385	741	664	798	1457
MSN	19535	25531	17278	13015	71160	84466	34364	48220
MSR1	0	0	0	0	1	0	0	0
MSRA	385	335	371	213	1249	956	1145	999
MSRB1	793	652	791	638	3199	1980	2231	2237
MSRB2	270	161	180	64	1073	545	426	283
MSRB3	1776	1644	1423	344	4550	4742	2790	1319
MSS51	18	13	21	6	60	46	37	47
MST1	59	27	38	19	183	94	113	73
MST1L	4	2	0	0	15	3	9	2
MST1P2	6	0	2	1	12	4	11	3
MST1R	6	1	1	2	12	12	4	11
MST4	92	87	79	40	257	249	175	212
MSTN	24	2	5	4	47	6	20	11
MSTO1	50	30	201	192	159	138	578	909
MSTO2P	32	12	109	96	69	58	279	351
MSX1	74	198	37	26	249	537	82	137
MSX2	44	25	31	11	103	91	76	51
MSX2P1	0	0	3	1	0	0	3	4
MT1A	0	1	28	19	4	4	67	46
MT1B	0	0	0	0	0	0	0	0
MT1DP	0	1	0	0	0	0	0	1
MT1E	18	27	143	84	78	95	364	278
MT1F	90	69	322	242	257	203	644	873
MT1G	4	6	126	68	8	14	249	220
MT1H	0	1	13	11	0	2	37	49
MT1HL1	0	0	0	0	0	0	0	1
MT1IP	0	0	0	0	0	0	0	0
MT1JP	0	2	0	0	0	4	0	0
MT1L	1	0	79	53	7	12	140	130
MT1M	2	8	3	1	3	22	6	8
MT1X	123	182	510	354	510	558	1201	1212
MT2A	425	4509	1305	2137	1661	12156	3046	7427
MT3	136	94	18	7	592	265	56	66
MT4	0	0	0	0	0	0	0	0
MTA1	1491	1461	1167	941	6179	4680	2823	3483
MTA2	3119	2459	4816	4550	10918	8601	9622	15495
MTA3	1207	656	701	376	3876	2338	1613	1439
MTAP	641	649	397	412	1489	1615	783	1376
MTBP	72	71	106	125	163	170	213	463
MTCH1	5154	5495	8394	7756	21218	18404	22721	31471
MTCH2	2514	1876	1926	1449	6516	5210	4036	4865
MTCL1	1822	991	1003	276	7921	3502	2211	957
MTCP1	20	15	25	9	52	41	58	53
MTDH	3376	3095	6624	6600	8350	8253	13250	25403
MTERF	448	223	209	138	865	603	453	489
MTERFD1	344	226	199	158	836	802	457	562
MTERFD2	637	420	718	708	1847	1349	1556	2341
MTERFD3	254	105	92	95	541	371	310	505
MTF1	765	873	720	1109	1906	2716	1279	3621
MTF2	572	551	260	295	1348	1644	618	933
MTFMT	239	200	147	114	650	589	374	389
MTFP1	196	249	537	377	862	948	1539	1696
MTFR1	484	396	475	507	1260	1060	1155	1946
MTFR1L	1372	959	1151	1091	4197	3081	2659	4030
MTFR2	55	19	8	16	130	115	42	47
MTG1	673	505	469	289	2492	1742	1347	996
MTG2	527	389	688	539	2146	1557	1588	2165
MTHFD1	2891	2062	2858	2574	9654	7106	6029	8834
MTHFD1L	634	651	1455	1103	2365	2278	3649	5227
MTHFD2	565	696	3587	3807	1452	1772	7740	15392
MTHFD2L	98	163	137	122	386	443	247	419
MTHFD2P1	0	0	0	0	0	1	1	1
MTHFR	794	476	1103	789	2720	1598	2204	2712
MTHFS	62	32	83	49	239	141	90	113
MTHFSD	358	281	372	238	1307	850	813	991
MTIF2	747	416	576	362	1829	1433	1254	1328
MTIF3	731	375	580	338	1676	1258	1339	1370
MTL5	8	0	5	2	19	7	5	5
MTM1	854	627	512	509	2085	1562	1029	1849
MTMR1	563	555	406	435	1810	1772	836	1623
MTMR10	1044	874	1030	1217	2619	2473	2074	4636
MTMR11	990	729	261	98	3207	2266	580	349
MTMR12	783	831	797	943	2311	2521	1713	3643
MTMR14	762	792	1051	986	3197	2768	2635	3907
MTMR2	1503	1199	908	777	3569	3296	1997	3111
MTMR3	2860	2606	1878	1630	10843	8764	3860	6279
MTMR4	1490	1072	1677	1447	4890	3511	3345	5698
MTMR6	1046	1158	1390	1722	2340	2426	3284	7454
MTMR7	43	29	33	33	64	60	118	153
MTMR8	31	22	8	8	89	67	15	23
MTMR9	993	1218	752	924	2381	2943	1442	3313
MTMR9LP	39	20	91	79	159	81	267	272
MTNR1A	3	3	1	1	5	18	0	5
MTNR1B	0	0	0	2	6	2	1	4
MTO1	465	379	1479	1472	1282	1168	3183	5772
MTOR	2676	2225	6343	6092	10921	8126	12710	23946
MTOR-AS1	0	0	0	0	0	0	2	2
MTPAP	473	376	799	675	1016	1033	1556	2445
MTPN	0	0	0	0	0	0	0	0
MTR	1011	741	1679	1551	2957	2436	3024	5082
MTRF1	144	71	111	69	337	261	228	304
MTRF1L	234	215	406	519	563	719	804	2162
MTRNR2L1	0	0	1	0	0	1	0	0
MTRNR2L10	0	0	1	0	0	0	2	0
MTRNR2L2	0	0	1	0	1	1	3	3
MTRNR2L3	0	0	0	0	1	1	0	0
MTRNR2L4	2	0	1	0	0	2	0	0
MTRNR2L5	0	0	0	0	0	0	0	0
MTRNR2L6	1	1	1	1	1	1	0	0
MTRNR2L7	0	0	0	0	0	0	0	0
MTRNR2L8	2	2	3	2	12	5	6	9
MTRNR2L9	0	0	0	0	0	1	0	1
MTRR	590	750	815	971	1553	2213	1586	3602
MTSS1	1062	537	356	229	3144	1534	666	819
MTSS1L	5039	2920	3999	3737	21991	10372	10010	15116
MTTP	536	331	232	219	1490	990	470	765
MTURN	1968	3548	684	658	5656	11174	1731	2750
MTUS1	285	110	100	65	698	280	278	246
MTUS2	1	5	6	7	13	14	20	20
MTUS2-AS1	0	0	0	0	0	0	1	4
MTVR2	0	1	0	0	0	0	0	2
MTX1	427	265	751	732	1633	983	1823	2175
MTX2	590	403	493	297	1635	1352	1093	1172
MTX3	716	574	587	683	1209	1187	1058	1933
MUC1	349	487	162	36	1378	1529	460	162
MUC12	2	2	6	2	9	15	16	14
MUC13	0	0	0	0	0	0	1	0
MUC15	0	0	0	0	0	0	0	0
MUC16	0	0	0	0	1	0	0	0
MUC17	0	0	0	0	0	0	0	0
MUC19	1	0	1	1	3	4	1	1
MUC2	0	0	0	0	0	0	0	0
MUC20	3	2	3	8	8	16	20	20
MUC21	0	0	0	1	0	0	0	0
MUC22	0	0	0	0	0	5	0	7
MUC3A	7	1	16	3	19	12	42	3
MUC4	0	1	1	0	0	0	2	0
MUC5B	2	0	6	3	3	2	10	4
MUC6	0	0	0	1	1	0	5	2
MUC7	0	0	0	0	1	0	0	0
MUCL1	0	1	0	0	0	0	0	0
MUL1	1231	1279	1796	1869	5048	4146	4314	8084
MUM1	1523	836	957	538	6211	3085	2636	2033
MUM1L1	12	2	3	4	18	7	18	7
MURC	64	72	40	37	176	211	77	141
MUS81	867	694	1226	825	3813	2389	3377	3590
MUSK	0	0	0	0	0	0	0	0
MUSTN1	1	3	2	0	7	5	8	3
MUT	1878	1275	3964	3442	4446	3723	7979	11595
MUTYH	237	140	177	160	896	575	554	580
MVB12A	778	638	1617	1179	3759	2265	4407	4955
MVB12B	1421	1081	604	372	6324	3686	1483	1479
MVD	1121	1072	3234	1683	5013	4150	9530	6693
MVK	460	313	938	448	1982	1136	2750	1748
MVP	2441	3040	1020	290	11535	11226	2816	1280
MX1	113	22088	63	59	408	78056	184	274
MX2	6	356	30	33	15	1272	117	130
MXD1	462	483	762	929	1095	1406	1518	3389
MXD3	225	119	53	15	926	519	159	73
MXD4	3565	4442	3264	2765	16297	15079	8976	12559
MXI1	1314	696	652	589	3198	1819	1371	2462
MXRA5	547	328	518	22	2330	1311	995	70
MXRA7	3429	2995	2983	1472	9517	7804	5059	4489
MXRA8	2431	1634	2090	333	11180	5171	4980	1448
MYADM	1482	1387	2804	2260	5038	4228	5118	7135
MYADML	0	0	0	0	0	0	0	0
MYADML2	7	6	3	1	27	11	14	8
MYB	30	77	6	5	104	184	15	23
MYBBP1A	695	751	3172	3183	3301	2897	8393	13486
MYBL1	147	232	43	32	307	509	76	82
MYBL2	537	510	98	7	2575	1954	285	43
MYBPC1	3	4	0	0	19	11	3	0
MYBPC2	13	5	6	1	45	19	7	8
MYBPC3	0	0	0	0	0	0	0	0
MYBPH	7	10	0	0	16	36	4	0
MYBPHL	11	4	3	0	17	11	4	0
MYC	181	659	317	56	767	2071	668	265
MYCBP	3	3	14	13	13	6	12	10
MYCBP2	2215	2212	2584	2795	6785	7728	4066	9518
MYCBP2-AS1	2	0	0	1	1	1	0	0
MYCBPAP	15	4	14	8	40	21	32	15
MYCL	166	139	66	57	679	447	165	225
MYCN	504	214	67	42	1725	636	144	143
MYCNOS	12	6	1	1	51	23	6	3
MYCT1	0	1	0	0	0	1	0	0
MYD88	1289	3531	684	341	4896	11880	1524	1624
MYEF2	1545	1206	1544	1120	3910	3596	2650	3867
MYEOV	0	0	1	1	1	3	1	0
MYEOV2	1247	1023	1392	983	4135	2993	3272	3777
MYF5	0	0	0	0	0	0	0	0
MYF6	0	0	0	0	0	0	0	0
MYH1	0	0	0	0	0	0	0	0
MYH10	6113	4099	4094	1845	23625	16304	9001	7051
MYH11	36	34	34	24	162	156	78	101
MYH13	0	0	1	0	0	0	1	0
MYH14	873	535	1038	552	4227	2239	2802	2148
MYH15	11	5	4	1	11	23	13	13
MYH16	1	3	0	0	3	6	0	1
MYH2	0	0	1	0	2	1	0	0
MYH3	18	13	11	15	43	46	41	59
MYH4	0	0	0	0	0	0	0	0
MYH6	0	0	0	0	0	0	0	2
MYH7	35	16	6	7	131	58	18	8
MYH7B	13	4	8	10	37	11	23	21
MYH8	0	0	0	0	0	0	0	0
MYH9	12818	23506	9566	3111	56701	90271	22233	11983
MYL1	0	0	1	1	0	0	1	0
MYL10	0	0	0	0	1	0	1	0
MYL12A	3887	4670	3344	1641	10162	13526	5901	5468
MYL12B	6719	7168	6302	4605	17539	21587	12915	15817
MYL2	1	0	0	0	0	1	0	1
MYL3	0	0	1	0	0	3	0	0
MYL4	0	4	0	2	1	4	8	5
MYL5	143	104	136	122	536	405	472	480
MYL6	32077	22831	29531	11283	104478	77994	59878	36277
MYL6B	2353	1461	2073	1576	7628	4789	4953	5501
MYL7	1	0	1	1	0	0	1	0
MYL9	2299	2171	3443	276	9844	6999	8942	1073
MYLIP	86	64	69	51	263	165	124	147
MYLK	7353	4307	6633	309	28329	14022	12564	1441
MYLK-AS1	19	5	30	23	64	34	76	91
MYLK2	1	2	1	3	15	8	10	4
MYLK3	8	8	47	50	9	29	97	167
MYLK4	51	42	43	62	159	94	94	223
MYLPF	1	2	2	5	16	8	13	5
MYNN	593	448	932	1141	1224	1097	2121	4292
MYO10	4171	1487	2795	2169	15335	5374	5815	7806
MYO15A	8	5	11	8	21	16	29	40
MYO15B	48	21	31	13	148	79	119	66
MYO16	282	228	96	49	818	762	256	263
MYO16-AS1	0	0	1	0	1	0	0	0
MYO18A	1484	992	784	332	6552	3809	1898	1336
MYO18B	0	38	2	1	4	129	14	5
MYO19	321	327	1026	574	1247	1077	2170	2272
MYO1A	0	0	0	1	0	1	2	1
MYO1B	2910	2874	1162	607	7899	8310	2475	2245
MYO1C	1190	1522	2792	1522	5355	5386	5569	6153
MYO1D	174	168	62	28	528	554	149	119
MYO1E	3643	1644	1955	264	11664	5429	3696	932
MYO1F	39	21	25	21	113	64	66	52
MYO1G	1	1	1	1	2	3	1	4
MYO1H	1	4	3	0	7	6	4	6
MYO3A	54	35	22	25	121	124	26	104
MYO3B	11	5	9	4	29	22	17	11
MYO5A	2276	2437	1823	1451	6909	7470	3119	4914
MYO5B	904	638	293	280	2803	2170	634	803
MYO5C	335	149	201	66	1021	546	426	229
MYO6	2915	2256	1270	845	7597	6480	2928	3507
MYO7A	10	8	7	5	58	46	17	17
MYO7B	2	9	1	0	7	53	4	2
MYO9A	807	685	1190	1776	2560	2467	1654	5765
MYO9B	2924	3573	2504	2101	13078	13720	5908	7872
MYOC	0	0	0	0	0	0	1	0
MYOCD	0	0	0	0	0	2	0	13
MYOD1	0	0	1	1	1	0	0	3
MYOF	4238	5872	4346	734	13397	20231	7984	2742
MYOG	0	0	2	0	1	1	0	1
MYOM1	51	26	33	11	174	108	80	42
MYOM2	38	17	38	35	118	73	66	77
MYOM3	2	0	1	0	0	0	1	0
MYOT	2	2	2	0	14	6	11	3
MYOZ1	32	27	16	9	117	72	30	39
MYOZ2	1	1	1	0	1	3	2	1
MYOZ3	13	18	15	12	50	47	30	53
MYPN	1	2	0	1	3	1	5	0
MYPOP	186	217	152	157	624	549	367	713
MYRF	44	49	21	12	149	150	55	38
MYRIP	34	21	157	122	163	56	335	413
MYSM1	392	326	548	526	863	864	1065	1788
MYT1	375	342	116	73	1436	1113	272	297
MYT1L	56	39	43	20	117	114	89	90
MYT1L-AS1	0	0	1	0	4	7	0	0
MYZAP	14	2	1	0	20	9	7	0
MZB1	0	0	0	0	0	0	1	2
MZF1	283	189	451	449	1278	695	1178	1899
MZT1	355	496	757	720	763	838	1632	3292
MZT2A	282	279	331	155	1539	925	1029	754
MZT2B	452	614	589	358	2321	1396	1813	1773
N4BP1	1127	2456	1223	1278	3549	8338	2564	5518
N4BP2	544	572	988	1075	1312	1289	1632	4002
N4BP2L1	96	76	79	115	203	205	185	418
N4BP2L2	1129	864	1233	1240	2277	2562	2702	4495
N4BP2L2-IT2	9	2	7	4	2	9	16	14
N4BP3	12	90	10	9	73	249	37	46
N6AMT1	147	100	61	7	493	326	126	43
N6AMT2	187	99	99	60	445	326	297	228
NAA10	927	832	1861	1336	3817	3050	4800	5058
NAA11	0	0	0	0	0	0	0	0
NAA15	1631	1495	2267	2849	3194	3987	4506	10242
NAA16	334	182	195	269	663	503	447	1069
NAA20	784	858	1288	1069	2178	2337	2737	4043
NAA25	616	662	719	803	1520	1840	1399	2923
NAA30	919	836	525	644	1811	1680	1286	2695
NAA35	793	603	1541	1686	2030	1814	3297	6625
NAA38	656	547	1541	1083	3039	1663	3937	4250
NAA40	1031	626	935	701	3479	2228	1955	2512
NAA50	2750	2506	1588	1956	4914	5342	3296	7468
NAA60	1467	1190	1650	1539	5621	4361	3806	5531
NAAA	65	36	292	278	187	153	624	886
NAALAD2	19	8	8	6	32	29	21	27
NAALADL1	28	15	16	4	107	49	66	36
NAALADL2	183	160	119	79	459	418	217	263
NAALADL2-AS3	0	0	0	0	0	0	0	0
NAB1	1072	1371	477	525	2630	3688	1046	2171
NAB2	2236	2851	1440	1575	8695	9713	3349	5405
NABP1	241	738	199	130	479	1770	334	399
NABP2	1000	804	2891	2442	3794	2436	7001	9644
NACA	8166	6276	13273	10020	24684	20912	28859	37412
NACA2	2	1	5	1	12	8	10	19
NACAD	1249	953	1283	1182	5628	3349	3145	4337
NACAP1	7	6	7	16	3	10	6	19
NACC1	2789	2785	3161	3113	9700	7771	5473	8701
NACC2	6915	3287	4820	1756	25899	10831	10622	6859
NADK	1781	1814	999	674	7002	6088	2599	2880
NADK2	1416	606	1956	2012	3453	1272	4515	8356
NADSYN1	674	612	1066	649	2845	2278	2751	2413
NAE1	1384	882	480	352	2496	2562	1187	1456
NAF1	265	308	365	368	840	799	608	1394
NAGA	1731	1108	1739	1081	6728	3783	3935	3864
NAGK	1505	1220	3794	3506	4999	4157	7807	10232
NAGLU	1071	858	1187	686	5155	2794	3470	2969
NAGPA	334	229	366	286	1623	741	1003	1196
NAGPA-AS1	9	1	7	10	36	11	25	24
NAGS	40	20	43	20	133	101	89	81
NAIF1	232	190	325	212	968	660	708	755
NAIP	26	9	25	19	67	51	61	75
NALCN	282	358	258	54	759	962	400	266
NALCN-AS1	2	0	3	1	6	1	1	0
NAMA	0	0	0	0	1	5	2	0
NAMPT	1603	11618	1949	4334	3214	29304	4112	15614
NANOG	0	0	0	0	1	0	2	0
NANOGNB	0	0	0	0	0	0	0	0
NANOS1	154	186	604	447	474	525	1319	1747
NANOS2	0	0	0	0	0	0	0	0
NANOS3	15	28	21	15	97	67	79	55
NANP	228	193	262	307	455	395	431	878
NANS	443	588	2070	1948	1797	1947	5850	8280
NAP1L1	13243	9032	6524	5797	26819	25766	16430	24662
NAP1L2	236	91	228	180	611	234	468	549
NAP1L3	1386	838	839	592	3762	2149	1843	2205
NAP1L4	5557	3951	4399	3435	16252	11930	9600	12561
NAP1L5	633	274	750	498	1327	668	1265	1296
NAP1L6	9	3	7	4	21	5	15	14
NAPA	2031	2506	8001	7689	8365	8842	18691	26863
NAPA-AS1	25	20	2	2	116	49	22	13
NAPB	226	165	163	171	539	529	349	704
NAPEPLD	1070	637	517	468	2113	1507	905	1351
NAPG	610	770	1102	1162	1356	1697	1941	3856
NAPRT1	388	306	202	87	1943	1022	704	409
NAPSA	8	2	5	2	23	6	21	3
NAPSB	2	1	1	0	5	4	0	6
NARF	1108	778	1646	1201	4126	2614	4584	4998
NARFL	727	595	729	566	3266	2109	2280	2374
NARG2	1056	586	659	614	2067	1594	1511	2223
NARR	0	0	0	0	0	0	0	0
NARS	4739	4429	10756	11247	13567	12470	22289	42517
NARS2	404	257	352	293	1309	885	888	1245
NASP	2682	1867	1133	907	8795	7715	2474	3450
NAT1	83	67	32	6	174	173	53	37
NAT10	1471	1161	2139	1944	5178	3900	5015	6964
NAT14	1437	781	1121	635	5681	2630	2668	2428
NAT16	23	5	83	54	59	35	225	163
NAT2	1	0	0	0	2	0	0	0
NAT6	97	47	329	173	481	236	1054	845
NAT8	3	1	7	3	2	3	4	6
NAT8B	0	0	0	0	0	1	0	0
NAT8L	2533	870	1338	911	9720	3187	3448	3776
NAT9	462	291	2068	1155	1918	1266	5606	4690
NAV1	5854	4268	3785	1667	21900	14135	7018	6114
NAV2	2713	1819	893	340	10326	6322	1833	1068
NAV2-AS2	0	0	0	0	0	0	1	0
NAV2-AS4	0	0	1	0	0	0	0	1
NAV2-AS5	0	0	0	0	0	0	0	0
NAV3	279	457	132	127	935	1356	193	474
NBAS	2341	1663	3060	2718	7271	5768	6338	10911
NBEA	953	696	668	577	2619	2185	1256	2368
NBEAL1	251	244	506	422	643	707	536	1531
NBEAL2	412	267	421	196	1701	1095	1082	706
NBEAP1	2	1	0	1	5	6	1	5
NBL1	2	3	3	1	3	3	0	0
NBN	896	1270	821	841	1881	3513	1850	3891
NBPF1	1051	591	813	1089	3230	2326	1640	3810
NBPF10	69	33	29	25	247	159	33	57
NBPF11	0	0	0	3	2	2	1	5
NBPF12	32	11	37	39	96	72	46	129
NBPF13P	1	0	0	0	2	4	0	0
NBPF14	0	0	0	0	0	0	0	0
NBPF15	161	124	163	172	601	447	401	638
NBPF18P	0	0	0	0	0	0	0	0
NBPF20	0	0	0	0	0	0	1	0
NBPF22P	0	0	0	0	0	0	1	0
NBPF25P	23	9	12	16	51	32	14	29
NBPF3	216	113	413	397	639	374	915	1644
NBPF4	0	0	0	0	0	0	0	0
NBPF6	0	0	0	0	0	0	0	0
NBPF7	0	0	0	0	1	0	0	1
NBPF8	29	23	18	6	130	79	54	46
NBPF9	12	12	0	1	29	17	15	7
NBR1	6834	4942	7272	6980	20382	15688	14656	24571
NBR2	109	45	207	151	274	140	397	482
NCALD	228	58	82	16	774	188	181	48
NCAM1	4618	3130	2286	1377	14203	9742	4651	5371
NCAM1-AS1	8	9	5	2	42	19	12	15
NCAM2	201	129	75	93	472	408	168	316
NCAN	12431	9787	8555	4262	51944	35681	20938	18357
NCAPD2	2403	1880	1314	934	9998	6863	3302	3851
NCAPD3	1058	743	729	732	3375	2648	1427	2935
NCAPG	514	379	84	29	1093	1098	258	178
NCAPG2	769	524	278	147	2181	1726	612	621
NCAPH	419	333	96	41	1346	1132	194	225
NCAPH2	952	919	1242	1109	4462	3095	3592	4188
NCBP1	1779	1417	3437	3660	4462	4196	6925	13977
NCBP2	3977	2874	2739	1966	8670	8158	6012	7609
NCBP2-AS2	367	371	635	543	1367	1049	1446	1846
NCCRP1	0	10	2	0	1	30	2	6
NCDN	1469	1386	6779	6872	5934	4653	14607	25803
NCEH1	378	2230	1609	1064	1014	5993	2738	4075
NCF1	0	0	1	0	0	0	0	1
NCF1B	0	0	0	0	0	1	1	0
NCF1C	0	1	0	0	0	0	0	0
NCF2	0	12	4	2	3	51	6	13
NCF4	0	0	0	0	0	4	0	0
NCK1	820	674	1144	1137	1695	1866	2157	4093
NCK1-AS1	40	27	84	67	170	84	220	236
NCK2	1030	1144	498	301	4201	3611	1109	1162
NCKAP1	7706	7427	3695	3542	16067	18944	8344	14736
NCKAP1L	0	0	0	0	0	0	0	1
NCKAP5	92	68	70	16	350	284	114	60
NCKAP5L	901	893	1395	1406	4266	3209	3377	5266
NCKIPSD	716	568	808	583	2837	1972	1949	2151
NCL	14631	12496	13978	13182	45321	45510	28909	46417
NCLN	1388	1625	2130	1604	6805	5300	6404	7087
NCMAP	1	0	0	0	3	0	2	0
NCOA1	2218	1689	1050	1083	6420	5569	2112	3845
NCOA2	1023	869	770	713	3755	2627	1233	2360
NCOA3	898	1097	602	710	2480	3210	1097	2516
NCOA4	5719	4941	3592	3379	16990	16027	8275	13580
NCOA5	1418	1397	1411	1305	4950	4492	3246	5382
